ID,Titulo,Epica,EpicaNombre,Como,Quiero,Para,Puntos,Microservicio,PaqueteFlutter,Tablas,Pantalla,DependeDe,Etiquetas,CriteriosAceptacion,Notas
HU-075,Calendario visual de ocupación,E09,Reservas · transacción del patrón Reserva,recepcionista,ver la ocupación de todos los recursos en una línea de tiempo,entender de un vistazo cómo está la semana,8,—,reservas,"reservas, recursos, bloqueos_recurso",design/pantallas/CalendarioWeb.html,HU-069,"reservas, flutter","1. Dado el calendario, cuando lo abro, entonces veo una fila por recurso y una columna por día, con las reservas como barras.
2. Dada una barra, cuando la miro, entonces su color indica el estado de la reserva.
3. Dado el celular, cuando lo abro, entonces veo tres días a la vez y puedo desplazarme.
4. Dado un bloqueo, cuando lo miro, entonces se distingue visualmente de una reserva.
5. Dada una barra, cuando la toco, entonces abro la reserva.",
HU-076,Cartas y categorías de menú por horario,E10,Menú · catálogo del patrón Comanda,administrador del restaurante,tener cartas distintas por franja horaria,no ofrecer desayunos a las ocho de la noche,3,servicio-menu,menu,"cartas, categorias_menu",—,HU-011,"menu, backend, flutter","1. Dada una carta con vigencia de 6:00 a 11:00, cuando abro la app a las 15:00, entonces no aparece entre las disponibles.
2. Dada una carta activa, cuando la consulto, entonces veo sus categorías en el orden definido.
3. Dada una carta con ítems, cuando intento eliminarla, entonces responde 409.",
HU-077,Ítems de menú con estación de cocina,E10,Menú · catálogo del patrón Comanda,administrador del restaurante,cargar los platos con su precio y la estación que los prepara,que cada comanda llegue a la parrilla o a la fría según corresponda,5,servicio-menu,menu,"items_menu, estaciones_cocina",—,HU-076,"menu, backend, flutter","1. Dado un ítem, cuando lo creo, entonces le asigno categoría, precio, estación y tiempo de preparación.
2. Dado un código de ítem repetido, cuando lo creo, entonces responde 409.
3. Dados sus atributos (alérgenos, vegano, picante), cuando los guardo, entonces quedan en el JSONB.
4. Dado un ítem marcado no disponible, cuando el mesero abre la carta, entonces aparece agotado y no se puede pedir.",
HU-078,Modificadores con mínimos y máximos,E10,Menú · catálogo del patrón Comanda,administrador del restaurante,definir opciones y adiciones por plato,poder pedir el término de la carne y cobrar el queso extra,5,servicio-menu,menu,"grupos_modificadores, modificadores, item_grupos_modificadores",design/pantallas/ComandaWeb.html,HU-077,"menu, backend, flutter","1. Dado un grupo obligatorio de mínimo 1, cuando pido el plato sin elegir, entonces se rechaza.
2. Dado un grupo con máximo 5, cuando intento elegir 6, entonces se rechaza.
3. Dado un modificador con precio extra, cuando lo elijo, entonces suma al total de la línea.
4. Dado un grupo con máximo menor que el mínimo, cuando lo creo, entonces el CHECK lo rechaza.",
HU-079,Recetas: el puente entre la comanda y el inventario,E10,Menú · catálogo del patrón Comanda,administrador del restaurante,definir qué insumos consume cada plato,saber cuánta carne me queda sin contarla a mano,8,servicio-menu,menu,"recetas, items_menu",—,"HU-077, HU-029","menu, backend, clave","1. Dado un ítem de menú, cuando defino su receta, entonces asocio productos de inventario con su cantidad y merma.
2. Dada una receta, cuando cambian los costos de los insumos, entonces el costo estimado del ítem se recalcula.
3. Dado el cierre de una comanda, cuando se explotan las líneas contra sus recetas, entonces se publica `insumos_consumidos` con los productos y cantidades.
4. Dado un modificador enlazado a un insumo, cuando se elige, entonces ese insumo también se descuenta.
5. Dado un ítem sin receta, cuando se vende, entonces no descuenta inventario y no falla.",Sin esta historia el patrón Comanda queda desconectado de Inventario y el dueño nunca sabe cuánta carne le queda. Ni el documento original ni el diseño la contemplaban.
HU-080,Disponibilidad diaria de ítems,E10,Menú · catálogo del patrón Comanda,jefe de cocina,marcar un plato como agotado durante el servicio,que el mesero no lo siga vendiendo cuando ya no hay,3,servicio-menu,menu,"disponibilidad_diaria, items_menu",—,HU-077,"menu, backend, eventos","1. Dado un ítem, cuando lo marco agotado, entonces desaparece de la carta de los meseros en tiempo real.
2. Dado el cambio de día, cuando empieza el servicio, entonces la disponibilidad se reinicia.
3. Dado un evento `stock_actualizado` que deja un insumo en cero, cuando llega, entonces los ítems que lo requieren se marcan agotados.
4. Dado un ítem con cupo diario, cuando se agota el cupo, entonces se marca solo.",
HU-081,Zonas y mesas con su posición en el plano,E11,Mesas · el salón,administrador del restaurante,dibujar mi salón con sus zonas y mesas,que el mesero vea el plano tal como es el local,5,servicio-mesas,mesas,"zonas, mesas",design/pantallas/MesasWeb.html,HU-011,"mesas, backend, flutter","1. Dada una mesa, cuando la creo, entonces le asigno código, capacidad, zona y posición en el plano.
2. Dado un código de mesa repetido, cuando lo creo, entonces responde 409.
3. Dado el plano, cuando muevo una mesa, entonces su posición se guarda y se ve igual la próxima vez.
4. Dada una mesa con una sesión abierta, cuando intento eliminarla, entonces responde 409.",
HU-082,"Sesión de mesa: abrir, ocupar y liberar",E11,Mesas · el salón,mesero,abrir una mesa cuando llegan los comensales y liberarla cuando se van,saber cuáles están ocupadas y cuánto llevan,5,servicio-mesas,mesas,"sesiones_mesa, mesas",design/pantallas/MesasWeb.html,HU-081,"mesas, backend, flutter","1. Dada una mesa libre, cuando la abro con el número de comensales, entonces pasa a `OCUPADA` y arranca el cronómetro.
2. Dada una mesa con sesión abierta, cuando intento abrir otra, entonces se rechaza — solo una a la vez.
3. Dado el cierre de la comanda, cuando llega el evento, entonces la mesa pasa a `SUCIA`, no directamente a libre.
4. Dada una mesa sucia, cuando el mesero la marca limpia, entonces pasa a `LIBRE`.
5. Dada una sesión cerrada, cuando la consulto, entonces sé cuánto duró y cuántos comensales tuvo.","Entre la mesa y la comanda va la sesión: es lo que permite unir mesas, medir la rotación y que cerrar la cuenta no deje la mesa libre de una."
HU-083,Unir mesas para un grupo grande,E11,Mesas · el salón,mesero,juntar dos o más mesas en una sola sesión,poder atender a un grupo de diez sin partir la cuenta,3,servicio-mesas,mesas,"sesion_mesas, sesiones_mesa",—,HU-082,"mesas, backend, flutter","1. Dadas dos mesas libres, cuando las uno, entonces comparten una sola sesión y una sola comanda.
2. Dada una mesa ya ocupada, cuando intento unirla a otra sesión, entonces se rechaza.
3. Dado un grupo de mesas unidas, cuando cierro la cuenta, entonces todas pasan a `SUCIA`.
4. Dado el plano, cuando miro mesas unidas, entonces se ve que pertenecen a la misma sesión.",
HU-084,Plano del salón en tiempo real,E11,Mesas · el salón,mesero,ver el estado de todas las mesas de un vistazo,saber a dónde ir sin recorrer el local,5,—,mesas,"mesas, zonas, sesiones_mesa",design/pantallas/MesasWeb.html,HU-082,"mesas, flutter","1. Dado el plano, cuando lo abro, entonces cada mesa muestra su estado por color, el tiempo y el consumo.
2. Dado que otro mesero abre una mesa, cuando ocurre, entonces mi plano se actualiza sin recargar.
3. Dado el celular, cuando lo abro, entonces veo las mesas agrupadas por zona en una rejilla tocable.
4. Dada una mesa, cuando la toco, entonces abro su comanda o la abro si está libre.",
HU-085,Abrir comanda y agregar líneas mientras el servicio avanza,E12,Comandas · transacción del patrón Comanda,mesero,ir agregando platos a la comanda durante toda la comida,"atender como se atiende de verdad: por rondas, no de una sola vez",8,servicio-comandas,comandas,"comandas, comanda_lineas, consecutivos",design/pantallas/ComandaWeb.html,"HU-078, HU-082","comandas, backend, flutter, clave","1. Dada una comanda ya enviada a cocina, cuando agrego más ítems, entonces se permite y las nuevas líneas quedan `PENDIENTE`.
2. Dada una línea, cuando se crea, entonces guarda copia del nombre y el precio del ítem en ese momento.
3. Dada cada adición, cuando ocurre, entonces los totales se recalculan y se persisten.
4. Dada una sesión de mesa, cuando tiene una comanda abierta, entonces no se puede abrir otra sobre la misma sesión.
5. Dado un ítem con modificadores obligatorios, cuando lo agrego sin elegirlos, entonces se rechaza.","La diferencia real con una venta: la transacción queda abierta y acumula líneas durante 90 minutos. Los totales se recalculan en cada adición, no una sola vez al cerrar."
HU-086,Ciclo de vida propio de cada línea,E12,Comandas · transacción del patrón Comanda,mesero,saber en qué va cada plato de la mesa,poder responder cuando el cliente pregunta cuánto falta,5,servicio-comandas,comandas,comanda_lineas,design/pantallas/ComandaWeb.html,HU-085,"comandas, backend, flutter","1. Dada una línea, cuando avanza, entonces recorre PENDIENTE, ENVIADA, EN_PREPARACION, LISTA y ENTREGADA.
2. Dada una comanda, cuando la consulto, entonces cada línea muestra su propio estado, no uno solo para todo el pedido.
3. Dado un cambio de estado, cuando ocurre, entonces queda su marca de tiempo para poder medir la demora.
4. Dada una línea con curso POSTRE y secuencia 2, cuando se envía, entonces la cocina sabe que va después.",
HU-087,Anular una línea: antes y después de enviarla a cocina,E12,Comandas · transacción del patrón Comanda,mesero,quitar un plato de la comanda,corregir un error sin que se pierda el rastro de lo que ya se cocinó,5,servicio-comandas,comandas,comanda_lineas,—,HU-086,"comandas, backend, clave","1. Dada una línea en estado PENDIENTE, cuando la elimino, entonces desaparece y no deja rastro contable.
2. Dada una línea ya ENVIADA, cuando la anulo, entonces queda en estado ANULADA con `genera_merma` en verdadero.
3. Dada una anulación con merma, cuando ocurre, entonces se publica `merma_registrada` y el insumo se descuenta igual.
4. Dada una anulación después de enviada, cuando la registro, entonces exige motivo y queda quién la autorizó.","Son dos operaciones distintas, no dos casos de la misma: si ya se cocinó, el insumo se gastó."
HU-088,Enviar a cocina y pantalla KDS por estación,E12,Comandas · transacción del patrón Comanda,jefe de cocina,"ver en una pantalla lo que hay que preparar, agrupado por estación",trabajar sin papeles y saber qué se está demorando,8,servicio-comandas,comandas,"tickets_cocina, ticket_cocina_lineas, comanda_lineas",design/pantallas/KDSWeb.html,HU-086,"comandas, backend, flutter","1. Dado que envío la comanda, cuando ocurre, entonces se generan tickets separados por estación con solo sus líneas.
2. Dada la pantalla de parrilla, cuando la abro, entonces veo solo lo suyo, en columnas Nuevos, En preparación y Listos.
3. Dado un ticket con más de 15 minutos, cuando lo miro, entonces se destaca visualmente como demorado.
4. Dado que marco un ticket como listo, cuando ocurre, entonces se publica `linea_lista` y al mesero le llega el aviso.
5. Dado que otra estación marca algo listo, cuando ocurre, entonces mi pantalla se actualiza sin recargar.",
HU-089,Dividir la cuenta entre comensales,E12,Comandas · transacción del patrón Comanda,mesero,"partir la cuenta por ítem, en partes iguales o por monto",atender el «pagamos por separado» sin rehacer el pedido,8,servicio-comandas,comandas,"cuentas, cuenta_lineas, comanda_lineas",design/pantallas/CuentaWeb.html,HU-085,"comandas, backend, flutter","1. Dada una comanda, cuando divido por ítem, entonces asigno cada línea a una cuenta y los totales cuadran con el total original.
2. Dada una bebida compartida, cuando la reparto entre dos cuentas, entonces cada una lleva su proporción y la suma da el 100%.
3. Dada la división en partes iguales entre cuatro, cuando la aplico, entonces cada cuenta lleva la cuarta parte.
4. Dada una cuenta pagada, cuando intento moverle líneas, entonces se rechaza.
5. Dada la última cuenta pagada, cuando se registra, entonces la comanda se cierra sola.","Sin la tabla de cuentas, «pagamos por separado» obliga a anular la comanda y rehacerla."
HU-090,Cerrar la comanda con propina y descuento de insumos,E12,Comandas · transacción del patrón Comanda,cajero,cobrar la comanda y cerrarla,liberar la mesa y que el inventario refleje lo que se consumió,8,servicio-comandas,comandas,"comandas, pagos_comanda, cuentas",—,"HU-089, HU-079","comandas, backend, eventos, clave","1. Dada una comanda con líneas sin enviar a cocina, cuando intento cerrarla, entonces se rechaza.
2. Dada la propina sugerida del 10%, cuando el cliente la acepta o la modifica, entonces se registra por separado del total.
3. Dado el cierre, cuando ocurre, entonces se publican dos eventos: `pedido_completado` e `insumos_consumidos`.
4. Dado `insumos_consumidos`, cuando lo consume Inventario, entonces descuenta los productos de las recetas.
5. Dado el cierre, cuando ocurre, entonces la mesa pasa a `SUCIA` y la caja registra el cobro.",La propina va aparte del total: en Colombia es voluntaria y no forma parte de la base gravable.
HU-091,Toma de comanda desde el celular del mesero,E12,Comandas · transacción del patrón Comanda,mesero,tomar el pedido en la mesa desde mi celular,no tener que ir al punto fijo a digitar,8,—,comandas,"comandas, comanda_lineas, items_menu",design/pantallas/ComandaMovil.html,HU-085,"comandas, flutter","1. Dado el celular, cuando abro la carta, entonces navego por categorías con botones grandes y agrego con un toque.
2. Dado un ítem con modificadores, cuando lo agrego, entonces me pregunta lo obligatorio antes de sumarlo.
3. Dada una nota como «sin cebolla», cuando la escribo, entonces viaja con la línea hasta la cocina.
4. Dado que pierdo señal, cuando sigo tomando el pedido, entonces se guarda local y sube al reconectar.
5. Dado el botón de enviar a cocina, cuando lo toco, entonces es del tamaño del pulgar y confirma antes de enviar.",
HU-092,Motor de reglas de alerta configurable,E13,Alertas y notificaciones,administrador del negocio,definir mis propias reglas de alerta,que alertar vencimientos en una droguería no sea un desarrollo,8,servicio-alertas,—,"tipos_alerta, reglas_alerta",—,HU-008,"alertas, backend","1. Dado el catálogo de tipos de alerta, cuando creo una regla, entonces elijo tipo, condición, severidad, canales y destinatarios.
2. Dada una regla de vencimiento a 30 días, cuando un lote entra en ese rango, entonces se genera la alerta.
3. Dada la misma condición que se repite, cuando ya hay una alerta activa dentro de la ventana de silencio, entonces no se duplica.
4. Dada una regla desactivada, cuando se cumple su condición, entonces no genera nada.
5. Dados los destinatarios por rol, cuando se genera la alerta, entonces le llega a todos los usuarios con ese rol.","Alertar vencimientos en droguería es una fila en `reglas_alerta`, no un módulo."
HU-093,Alertas de inventario: stock bajo y lotes por vencer,E13,Alertas y notificaciones,administrador del negocio,que me avisen antes de quedarme sin producto o de que se venza,no descubrirlo cuando el cliente ya lo está pidiendo,5,servicio-alertas,—,"alertas, reglas_alerta",—,"HU-092, HU-030","alertas, backend","1. Dado un producto que baja de su stock mínimo, cuando ocurre, entonces Inventario publica `stock_bajo_minimo` y se genera la alerta.
2. Dado un lote que entra en la ventana de vencimiento, cuando el job diario lo detecta, entonces publica `lote_por_vencer`.
3. Dada una alerta de stock, cuando la abro, entonces me lleva al producto y a la sugerencia de compra.
4. Dado que el stock se repone por encima del mínimo, cuando ocurre, entonces la alerta se resuelve sola.",
HU-094,"Entrega por push, correo y dentro de la app",E13,Alertas y notificaciones,usuario del negocio,recibir las alertas por el canal que me sirva,enterarme aunque no tenga la app abierta,5,servicio-alertas,core,"entregas, dispositivos_push, preferencias_notificacion",—,HU-092,"alertas, backend, flutter","1. Dado un dispositivo Android registrado, cuando se genera una alerta crítica, entonces llega push por Firebase.
2. Dado el navegador, cuando se genera la alerta, entonces aparece en el centro de notificaciones de la app.
3. Dada una entrega fallida, cuando ocurre, entonces se reintenta con backoff y queda el error registrado.
4. Dado un horario de «no molestar», cuando la alerta cae en esa franja, entonces se retiene hasta que termine, salvo severidad CRITICA.
5. Dado un token FCM inválido, cuando falla, entonces el dispositivo se marca inactivo.",
HU-095,Centro de alertas en la app,E13,Alertas y notificaciones,administrador del negocio,ver todas mis alertas en un solo lugar,"poder revisarlas cuando tenga tiempo, no solo cuando suenan",3,—,core,alertas,design/pantallas/InicioWeb.html,HU-094,"alertas, flutter","1. Dado el centro de alertas, cuando lo abro, entonces veo las nuevas primero, ordenadas por severidad.
2. Dada una alerta, cuando la marco resuelta, entonces desaparece de las pendientes y queda quién la resolvió.
3. Dada una alerta, cuando la toco, entonces navego a la entidad que la originó.
4. Dado el ícono de campana, cuando hay alertas nuevas, entonces muestra el indicador.",
HU-096,Esquema en estrella alimentado por eventos,E14,Reportes y dashboards,arquitecto,que Reportes tenga su propio modelo dimensional que se llena con eventos,poder reportar sin consultar la base de ningún otro servicio,13,servicio-reportes,—,"hechos_venta, hechos_reserva, hechos_comanda, dim_fecha, dim_producto",—,"HU-008, HU-037","reportes, backend, eventos, clave","1. Dado `venta_completada`, cuando llega, entonces se insertan las filas de hecho con sus dimensiones resueltas.
2. Dado que cambia el nombre de un producto, cuando llega `producto_actualizado`, entonces se cierra la versión anterior de la dimensión y se abre una nueva.
3. Dado un reporte de hace tres meses, cuando lo consulto, entonces muestra el nombre que el producto tenía entonces.
4. Dados los tres patrones activos, cuando se cierran documentos, entonces cada uno alimenta su tabla de hechos.
5. Dado que se pierde el read model, cuando se reconstruye desde los eventos, entonces queda idéntico.",Las dimensiones son SCD tipo 2 justamente para que el histórico no se reescriba.
HU-097,Agregados diarios para el dashboard,E14,Reportes y dashboards,dueño del negocio,ver mis ventas del día y del mes sin esperar,saber cómo va el negocio antes de cerrar,5,servicio-reportes,reportes,"agregados_diarios, ranking_productos",design/pantallas/InicioWeb.html,HU-096,"reportes, backend","1. Dado el cierre de un documento, cuando llega el evento, entonces los agregados del día se actualizan.
2. Dado el dashboard, cuando lo abro, entonces responde en menos de 300 ms sin recorrer las tablas de hechos.
3. Dada la zona horaria del negocio, cuando se agrupa por día, entonces el corte es a su medianoche, no a la del servidor.
4. Dado un documento anulado, cuando llega el evento, entonces los agregados se ajustan.",
HU-098,"Reportes de ventas, márgenes y rotación",E14,Reportes y dashboards,dueño del negocio,"ver qué se vende, con qué margen y qué está quieto",decidir qué comprar y qué dejar de comprar,8,servicio-reportes,reportes,"hechos_venta, ranking_productos, hechos_inventario",design/pantallas/ReportesWeb.html,HU-097,"reportes, backend, flutter","1. Dado un rango de fechas, cuando consulto ventas por categoría, entonces veo monto, unidades y margen.
2. Dado el margen, cuando se calcula, entonces usa el costo del momento de la venta, no el actual.
3. Dado el reporte de rotación, cuando lo consulto, entonces veo los días sin movimiento de cada producto.
4. Dado un negocio multi-sucursal, cuando filtro por sucursal, entonces los números corresponden solo a esa.",
HU-099,Métricas propias de Reserva y de Comanda,E14,Reportes y dashboards,dueño del hotel o del restaurante,"ver ocupación, ADR, RevPAR o rotación de mesas","medir mi negocio con los indicadores de mi industria, no con los de una tienda",8,servicio-reportes,reportes,"hechos_reserva, hechos_comanda, ocupacion_diaria",—,HU-096,"reportes, backend, flutter","1. Dado un hotel, cuando consulto el dashboard, entonces veo ocupación, ADR y RevPAR por día.
2. Dado un restaurante, cuando lo consulto, entonces veo rotación de mesas, tiempo medio de mesa y ticket por comensal.
3. Dado el patrón del negocio, cuando abro el dashboard, entonces solo veo las métricas que le aplican.
4. Dado un plato, cuando consulto su tiempo medio de preparación, entonces sale de las marcas de tiempo del KDS.",
HU-100,Exportar y programar reportes,E14,Reportes y dashboards,contador,exportar un reporte y programar que llegue por correo,no tener que entrar cada lunes a sacar lo mismo,5,servicio-reportes,reportes,"definiciones_reporte, reportes_programados, ejecuciones_reporte",—,HU-098,"reportes, backend","1. Dado un reporte, cuando lo exporto, entonces lo obtengo en PDF, XLSX o CSV.
2. Dada una programación semanal, cuando llega el momento, entonces se ejecuta y se envía a los destinatarios.
3. Dada una ejecución fallida, cuando ocurre, entonces queda registrada con el error y se reintenta.
4. Dado un reporte muy grande, cuando se ejecuta, entonces no bloquea la app: se procesa aparte y se avisa cuando está listo.",
HU-101,Bitácora de auditoría append-only,E15,Auditoría y sincronización,auditor,"saber quién cambió qué y cuándo, en cualquier servicio",poder responder ante un reclamo o una revisión sin adivinar,8,servicio-auditoria,—,eventos_auditoria,—,HU-008,"auditoria, backend","1. Dado cualquier cambio en una entidad de negocio, cuando ocurre, entonces queda un evento con usuario, servicio, entidad, acción y `trace_id`.
2. Dado un evento de auditoría, cuando alguien intenta editarlo o borrarlo, entonces se rechaza.
3. Dado un cambio, cuando lo consulto, entonces veo solo los campos que cambiaron, con su valor antes y después.
4. Dado un `trace_id`, cuando lo busco, entonces reconstruyo todo lo que hizo un request aunque cruzara cinco servicios.
5. Dada la política de retención del negocio, cuando se cumple el plazo, entonces las particiones viejas se archivan.",
HU-102,Cola de sincronización de operaciones offline,E15,Auditoría y sincronización,vendedor en ruta,que todo lo que hice sin señal suba en orden y sin duplicarse,confiar en que nada de lo que registré se pierde,8,servicio-auditoria,core,"operaciones_sync, dispositivos",—,HU-042,"auditoria, backend, flutter","1. Dado un lote de operaciones subido, cuando se procesa, entonces se aplican en el orden de su secuencia local.
2. Dada una operación ya aplicada, cuando llega de nuevo, entonces se descarta por su clave de idempotencia y se devuelve el resultado anterior.
3. Dado un dispositivo, cuando sincroniza, entonces se registra con su plataforma, versión de app y último cursor.
4. Dada una operación que falla por regla de negocio, cuando ocurre, entonces queda `RECHAZADA` con el motivo y no bloquea las siguientes.",
HU-103,Detección y resolución de conflictos de sincronización,E15,Auditoría y sincronización,administrador del negocio,saber cuándo dos personas cambiaron lo mismo y decidir qué queda,no perder trabajo en silencio,8,servicio-auditoria,core,"conflictos_sync, operaciones_sync",—,HU-102,"auditoria, backend, flutter","1. Dada una operación con una versión base desactualizada, cuando llega, entonces se registra un conflicto en vez de sobrescribir.
2. Dado un conflicto, cuando lo reviso, entonces veo la versión del servidor y la del cliente lado a lado.
3. Dado un conflicto resuelto, cuando elijo una versión, entonces queda quién resolvió y cómo.
4. Dada una entidad eliminada en el servidor, cuando llega una edición del cliente, entonces se marca conflicto de tipo `ELIMINADO_EN_SERVIDOR`.
5. Dado un conflicto sin resolver, cuando pasa un umbral de tiempo, entonces genera alerta.",
HU-104,Descarga incremental de cambios del servidor,E15,Auditoría y sincronización,usuario de la app,que la app baje solo lo que cambió desde la última vez,no gastar datos ni esperar a que baje todo el catálogo,5,servicio-auditoria,core,"cambios_servidor, dispositivos",—,HU-102,"auditoria, backend, flutter","1. Dado un cursor de sincronización, cuando pido cambios, entonces recibo solo los posteriores a ese punto.
2. Dada una descarga completa exitosa, cuando termina, entonces el cursor del dispositivo avanza.
3. Dada una descarga interrumpida, cuando reconecto, entonces continúa desde donde quedó sin repetir.
4. Dado un dispositivo que no sincroniza hace más del periodo de retención, cuando conecta, entonces se le fuerza una descarga completa.",
HU-105,Consulta de auditoría desde la app,E15,Auditoría y sincronización,gerente,ver el historial de cambios de un documento o de un usuario,aclarar una discusión sin llamar a soporte,3,—,core,eventos_auditoria,—,HU-101,"auditoria, flutter","1. Dada una venta, cuando abro su historial, entonces veo cada cambio con autor y fecha.
2. Dado un usuario, cuando consulto su actividad de un día, entonces veo todo lo que hizo.
3. Dado un usuario sin permiso de auditoría, cuando intenta consultarla, entonces responde 403.",
HU-106,Tema y sistema de diseño en código,E16,App Flutter · núcleo,desarrollador,"tener los colores, tipografía y espaciado como constantes de Dart",que ninguna pantalla invente un hex a mano,3,—,core,,design/tokens/regenta_theme.dart,HU-002,"flutter, core","1. Dado `regenta_theme.dart`, cuando lo uso, entonces expone `RegentaColors`, `RegentaType`, `RegentaSpacing` y `PatronOperativo`.
2. Dadas las dos familias tipográficas, cuando arranca la app, entonces Archivo e IBM Plex Mono cargan en Android y en Web.
3. Dado el patrón del negocio, cuando se construye el tema, entonces el color secundario corresponde a ese patrón.
4. Dado un widget cualquiera, cuando reviso el código, entonces no hay ningún `Color(0xFF...)` literal.",
HU-107,Navegación con rutas protegidas por rol y módulo,E16,App Flutter · núcleo,usuario del negocio,que la app me lleve solo a donde puedo entrar,no toparme con pantallas que mi plan o mi rol no permiten,5,—,core,negocio_modulos,—,"HU-020, HU-106","flutter, core","1. Dado un módulo inactivo, cuando intento navegar a su ruta, entonces me redirige y no la muestra.
2. Dado un rol sin permiso, cuando intento abrir la pantalla, entonces me redirige.
3. Dada la sesión cerrada, cuando abro cualquier ruta protegida, entonces voy al login.
4. Dado un enlace profundo desde una notificación, cuando lo abro, entonces navego a la entidad correcta tras validar sesión y permisos.",
HU-108,Composición adaptativa entre móvil y escritorio,E16,App Flutter · núcleo,usuario del negocio,que la app se vea bien en el celular y en el navegador ancho,trabajar en el mostrador y en la oficina con la misma herramienta,5,—,core,,design/README.md,HU-106,"flutter, core","1. Dado un ancho menor a `kBreakpointEscritorio`, cuando se construye la pantalla, entonces se usa la composición móvil.
2. Dado un ancho mayor, cuando se construye, entonces se usa la de escritorio con panel lateral.
3. Dado el código, cuando lo reviso, entonces hay un solo widget con `LayoutBuilder`, no dos widgets separados.
4. Dado el móvil, cuando reviso los controles, entonces ninguno mide menos de 44 px de alto.","Los dos HTML de cada pantalla son las dos ramas de este `if`, ya resueltas visualmente."
HU-109,"Sesión, token seguro y refresco automático",E16,App Flutter · núcleo,usuario del negocio,no tener que volver a entrar cada rato,trabajar sin que la app me saque a mitad de una venta,5,—,core,refresh_tokens,—,"HU-013, HU-014","flutter, core, seguridad","1. Dado el token, cuando se guarda, entonces va en `flutter_secure_storage` usando el keystore de Android.
2. Dado un token a punto de expirar, cuando hago una petición, entonces se refresca solo sin que yo lo note.
3. Dado un refresh fallido, cuando ocurre, entonces se cierra la sesión y voy al login con un mensaje claro.
4. Dado el navegador, cuando cierro la pestaña y vuelvo, entonces sigo con sesión si el refresh sigue vigente.",
HU-110,Base de datos local con Drift en Android y Web,E16,App Flutter · núcleo,desarrollador,una capa de persistencia local que funcione igual en los dos destinos,que la app opere sin conexión con el mismo código,8,—,core,,—,HU-002,"flutter, core, clave","1. Dado Android, cuando arranca la app, entonces Drift usa SQLite nativo.
2. Dado el navegador, cuando arranca, entonces Drift usa `sqlite3.wasm` con el mismo código Dart.
3. Dado un cambio de esquema local, cuando la app se actualiza, entonces migra sin perder la cola de sincronización.
4. Dado el navegador con almacenamiento limitado, cuando se acerca al límite, entonces se purga primero el catálogo cacheado y nunca la cola pendiente.",
HU-111,Cola de sincronización en segundo plano,E16,App Flutter · núcleo,vendedor en ruta,que lo que registré sin señal suba solo cuando vuelva la conexión,no tener que acordarme de sincronizar,8,—,core,operaciones_sync,—,"HU-110, HU-102","flutter, core, clave","1. Dado que vuelve la conexión, cuando ocurre, entonces `workmanager` dispara la subida sin que yo haga nada.
2. Dada una subida fallida, cuando ocurre, entonces se reintenta con backoff y no se pierde la operación.
3. Dada la cola, cuando la consulto en la app, entonces veo cuántas operaciones faltan y si alguna quedó en conflicto.
4. Dado un conflicto, cuando ocurre, entonces se me notifica en vez de resolverlo en silencio.
5. Dado que cierro la app, cuando vuelve la conexión, entonces la subida ocurre igual en segundo plano en Android.",
HU-112,Cliente HTTP con manejo uniforme de errores,E16,App Flutter · núcleo,desarrollador,un cliente HTTP que traduzca los códigos del backend a estados de la app,que un 402 se vea como «tu plan no incluye esto» y no como un error genérico,5,—,core,,—,HU-109,"flutter, core","1. Dado un 401, cuando llega, entonces se intenta refrescar el token una vez antes de cerrar sesión.
2. Dado un 402, cuando llega, entonces se muestra que el módulo no está en el plan, con la opción de contactar a ventas.
3. Dado un 403, cuando llega, entonces se muestra que falta permiso, no que falta plan.
4. Dado un 422, cuando llega, entonces los errores se pintan campo por campo en el formulario.
5. Dado un error de red, cuando ocurre y la operación es encolable, entonces se encola en vez de mostrar error.",
